Sample,star_total_reads,star_mapped,star_mapped_percent,star_uniquely_mapped,star_uniquely_mapped_percent,star_multimapped
RNA STARSolo on dataset 1-5_log,7.685925,7.40534,96.35,6.72526,87.5,0.68008
